location,n,hashtag,covid_period,lon,lat
"North Chicago, IL",2,Edchat,before,-87.8411818,42.325578
North Jersey,2,Edchat,before,NA,NA
"North Richland Hills, TX",2,Edchat,before,-97.2289029,32.8342952
Northeast Minneapolis,2,Edchat,before,-93.2473811,45.0131752
"Norwalk, Iowa",2,Edchat,before,-93.6788304,41.47554600000001
NSW Australia,2,Edchat,before,146.921099,-31.2532183
"NY, NY",2,Edchat,before,-74.0059728,40.7127753
"Oak Park, IL",2,Edchat,before,-87.7845025,41.8850317
"Oakland, California",2,Edchat,before,-122.2711639,37.8043514
"Oakland, NJ",2,Edchat,before,-74.26431430000001,41.0131529
"Ocean Springs, MS",2,Edchat,before,-88.8278057,30.4113097
"Ogun, Nigeria",2,Edchat,before,3.4737378,6.997974699999999
"Okemos, MI",2,Edchat,before,-84.4274744,42.722257
"Olean, NY",2,Edchat,before,-78.42992699999999,42.083639
"Omaha, Ne",2,Edchat,before,-95.9345034,41.2565369
"Oneonta, NY",2,Edchat,before,-75.0637746,42.4528571
Ontario Canada,2,Edchat,before,-85.3232139,51.253775
"Ontario, Canada 🇨🇦",2,Edchat,before,-85.3232139,51.253775
"Orange, CA",2,Edchat,before,-117.8531007,33.7879139
Orlando,2,Edchat,before,-81.3789269,28.5383832
"Orono, Maine",2,Edchat,before,-68.6719411,44.8831125
"Ortonville, MN",2,Edchat,before,-96.4450624,45.3047822
"Oswego, NY",2,Edchat,before,-76.5104973,43.4553461
"Overland Park, Kansas",2,Edchat,before,-94.6707917,38.9822282
"Owensboro, KY",2,Edchat,before,-87.1111676,37.7719074
"Palm Beach, FL",2,Edchat,before,-80.0364297,26.7056206
"Palm Coast, FL",2,Edchat,before,-81.20786989999999,29.5844524
"Palm Desert, CA",2,Edchat,before,-116.3744556,33.7222445
Palmerston North,2,Edchat,before,175.6097478,-40.3544628
"Palmyra, PA",2,Edchat,before,-76.5933012,40.3089798
"Pattaya, Thailand",2,Edchat,before,100.8824551,12.9235557
"Peel, Ontario",2,Edchat,before,-79.7848422,43.6766398
"Pembroke, Ontario",2,Edchat,before,-77.1108826,45.82665129999999
"Perryville, MO",2,Edchat,before,-89.8612196,37.7242202
Perth,2,Edchat,before,115.861309,-31.9523123
Perth WA,2,Edchat,before,115.861309,-31.9523123
Peru,2,Edchat,before,-75.015152,-9.189967
"Pewaukee, WI",2,Edchat,before,-88.21690269999999,43.0542058
"Philadelphia, Pa",2,Edchat,before,-75.1652215,39.9525839
"Philadelphia, Pennsylvania",2,Edchat,before,-75.1652215,39.9525839
"Phuket, Thailand",2,Edchat,before,98.3922504,7.8804479
"Pine Island, MN",2,Edchat,before,-92.6462999,44.2013537
"Piscataway, NJ",2,Edchat,before,-74.4642861,40.554887
"Pittsburg, Kansas",2,Edchat,before,-94.70496,37.410884
Pittsburgh Pa,2,Edchat,before,-79.9958864,40.44062479999999
Pittsburgh PA,2,Edchat,before,-79.9958864,40.44062479999999
"Pittsburgh, Pa.",2,Edchat,before,-79.9958864,40.44062479999999
"Pittsburgh, Pennsylvania",2,Edchat,before,-79.9958864,40.44062479999999
"Plainfield, IL",2,Edchat,before,-88.2120315,41.632223
"Plano, Texas",2,Edchat,before,-96.6988856,33.0198431
"Plant City, FL",2,Edchat,before,-82.1128641,28.0186323
"Plattsburgh, NY",2,Edchat,before,-73.4529124,44.6994873
"Pleasant View, TN",2,Edchat,before,-87.03666849999999,36.3942164
Plymouth MA,2,Edchat,before,-70.6672621,41.9584457
"Pomona, CA",2,Edchat,before,-117.7499909,34.055103
"Pontiac, MI",2,Edchat,before,-83.29104679999999,42.6389216
"Port Moody, British Columbia",2,Edchat,before,-122.8677562,49.2849107
"Port Orange, FL",2,Edchat,before,-80.9956105,29.1383165
"Port St Lucie, FL",2,Edchat,before,-80.3582261,27.2730492
"Portsmouth, NH",2,Edchat,before,-70.7625532,43.0717552
"Powell River, British Columbia",2,Edchat,before,-124.5247062,49.8352352
"Poznań, Polska",2,Edchat,before,16.9251681,52.406374
"Prairieville, LA",2,Edchat,before,-90.9723583,30.3058611
Present,2,Edchat,before,NA,NA
"Pretoria, South Africa",2,Edchat,before,28.2292712,-25.7478676
"Prince Edward Island, Canada",2,Edchat,before,-63.41681359999999,46.510712
"Prior Lake, MN",2,Edchat,before,-93.4227274,44.7132969
"Provo, Utah",2,Edchat,before,-111.6585337,40.2338438
"Pune, Maharashtra",2,Edchat,before,73.8567437,18.5204303
"Punjab, India",2,Edchat,before,75.34121789999999,31.1471305
"Purchase, NY",2,Edchat,before,-73.7144477,41.0400135
"Raeford, NC",2,Edchat,before,-79.2241997,34.9809995
"Rancho Cucamonga, CA",2,Edchat,before,-117.5931084,34.10639889999999
"Rapid City, SD",2,Edchat,before,-103.2310149,44.0805434
"Reading, PA",2,Edchat,before,-75.9268747,40.3356483
Red Deer,2,Edchat,before,-113.8115599,52.268975
"Renton, WA",2,Edchat,before,-122.2079218,47.4796927
Republic of Croatia,2,Edchat,before,15.2,45.1
Republic of Korea,2,Edchat,before,127.766922,35.907757
Republic of Mozambique,2,Edchat,before,35.529562,-18.665695
"Research Triangle Park, NC",2,Edchat,before,-78.86364019999999,35.8991678
"Reston, Virginia",2,Edchat,before,-77.35700279999999,38.9586307
"Rexford, NY",2,Edchat,before,-73.8886108,42.85633600000001
"Ridgefield, CT",2,Edchat,before,-73.4975412,41.28406349999999
"Riyadh, Kingdom of Saudi Arabia",2,Edchat,before,46.6752957,24.7135517
Rochester NY,2,Edchat,before,-77.6088465,43.15657789999999
"Rochester, MI",2,Edchat,before,-83.1338214,42.680588
"Rochester, MN",2,Edchat,before,-92.4801989,44.0121221
"Rochester, New York",2,Edchat,before,-77.6088465,43.15657789999999
"Rockaway Beach, NY",2,Edchat,before,-73.81662589999999,40.5860224
"Rockland County, NY",2,Edchat,before,-73.98300290000002,41.1489458
Roma,2,Edchat,before,12.4963655,41.9027835
"Rosenberg, TX",2,Edchat,before,-95.80856229999999,29.5571825
"Roslyn, New York",2,Edchat,before,-73.6509622,40.7998227
"Rowlett, TX",2,Edchat,before,-96.56388,32.9029017
"Royal Oak, MI",2,Edchat,before,-83.1446485,42.4894801
Sacramento CA,2,Edchat,before,-121.4943996,38.5815719
Saint Paul,2,Edchat,before,-93.0899578,44.9537029
"Salem, Oregon",2,Edchat,before,-123.0350963,44.9428975
"Salt Lake City, Utah, USA",2,Edchat,before,-111.8910474,40.7607793
"San Bernardino, CA",2,Edchat,before,-117.2897652,34.1083449
"San Francisco, California",2,Edchat,before,-122.4194155,37.7749295
"San Jacinto, CA",2,Edchat,before,-116.958635,33.7839084
"Sandy Springs, GA",2,Edchat,before,-84.3733147,33.9304352
"Sanger, CA",2,Edchat,before,-119.5559652,36.708006
"Santa Ana, CA",2,Edchat,before,-117.867653,33.7454725
Santa Barbara,2,Edchat,before,-119.6981901,34.4208305
"Santa Clara, CA",2,Edchat,before,-121.9552356,37.3541079
"Santiago, Chile",2,Edchat,before,-70.6692655,-33.4488897
"Santo Domingo, Dominican Repub",2,Edchat,before,-69.93121169999999,18.4860575
"Saranac Lake, NY",2,Edchat,before,-74.1312662,44.329496
Saskatoon,2,Edchat,before,-106.6701577,52.157902
"Sauk Rapids, MN",2,Edchat,before,-94.16610109999999,45.5919097
"Scarsdale, NY",2,Edchat,before,-73.7845768,41.0050977
"Schenectady, NY",2,Edchat,before,-73.9395687,42.8142432
"Schertz, TX",2,Edchat,before,-98.2673574,29.5609958
Seattle area,2,Edchat,before,-122.3320534,47.6061031
Seattle WA,2,Edchat,before,-122.3320708,47.6062095
"Seoul, South Korea",2,Edchat,before,126.9779692,37.566535
"Severna Park, MD",2,Edchat,before,-76.5452409,39.070388
"Seville, Spain",2,Edchat,before,-5.9844589,37.3890924
"Seward, NE",2,Edchat,before,-97.0984927,40.9078784
"SF Bay Area, CA",2,Edchat,before,-122.4194155,37.7749295
she/her,2,Edchat,before,NA,NA
"Shrewsbury, England",2,Edchat,before,-2.7553268,52.70730289999999
"Silicon Valley, California",2,Edchat,before,-122.0575434,37.387474
"Sioux City, IA",2,Edchat,before,-96.40494079999999,42.4963416
"Sioux City, Iowa",2,Edchat,before,-96.40494079999999,42.4963416
"Skippack, PA",2,Edchat,before,-75.3987889,40.222882
"SLC, UT",2,Edchat,before,-111.8910474,40.7607793
"Smithtown, NY",2,Edchat,before,-73.2006687,40.8559314
Somerset UK,2,Edchat,before,-2.9262307,51.105097
"Somewhere, USA",2,Edchat,before,NA,NA
South Australia,2,Edchat,before,136.2091547,-30.0002315
South Korea,2,Edchat,before,127.766922,35.907757
South Texas,2,Edchat,before,-99.9018131,31.9685988
"Southern California, USA",2,Edchat,before,-116.419389,34.9592083
Southern Illinois,2,Edchat,before,-88.99880979999999,37.6557172
Southern Indiana,2,Edchat,before,-87.5442525,37.9772035
"Sparta, NJ",2,Edchat,before,-74.63672559999999,41.0360345
"Springfield, TN",2,Edchat,before,-86.8849984,36.5092118
"Springville, UT",2,Edchat,before,-111.6107526,40.1652335
"St Charles, MO",2,Edchat,before,-90.4974359,38.7881062
"St Cloud, MN",2,Edchat,before,-94.16324039999999,45.5579451
"St Louis, MO, USA",2,Edchat,before,-90.19940419999999,38.6270025
St. Albert,2,Edchat,before,-113.6293587,53.653938
St. Louis MO,2,Edchat,before,-90.19940419999999,38.6270025
"Stamford, CT",2,Edchat,before,-73.5387341,41.0534302
"Star City, AR",2,Edchat,before,-91.8436049,33.9425588
"Stephenville, TX",2,Edchat,before,-98.2022633,32.2206958
"Stevens Point, WI",2,Edchat,before,-89.574563,44.52357920000001
"Stillwater, OK",2,Edchat,before,-97.0583681,36.1156071
"STL, MO",2,Edchat,before,-91.8318334,37.9642529
Stockton-on-Tees,2,Edchat,before,-1.3289821,54.5704551
Suburban Chicago,2,Edchat,before,-87.6297982,41.8781136
Suburbia,2,Edchat,before,NA,NA
"Sunnyside, WA",2,Edchat,before,-120.0086538,46.3237423
Sunshine Coast,2,Edchat,before,153.066667,-26.65
"Surat, India",2,Edchat,before,72.83106070000001,21.1702401
SW Virginia,2,Edchat,before,-78.6568942,37.4315734
"Swift Current, Saskatchewan",2,Edchat,before,-107.7971722,50.285069
"Sycamore, IL",2,Edchat,before,-88.6867538,41.9889173
Sydney Australia,2,Edchat,before,151.2092955,-33.8688197
Sydney NSW Australia,2,Edchat,before,151.2092955,-33.8688197
"Taos, NM",2,Edchat,before,-105.5733788,36.4072134
"Teaneck, NJ",2,Edchat,before,-74.0116536,40.8932469
"Temecula, CA",2,Edchat,before,-117.1483648,33.4936391
"Tempe, Arizona",2,Edchat,before,-111.9400054,33.4255104
"Temple, TX",2,Edchat,before,-97.342782,31.0982344
The 603,2,Edchat,before,-96.3687527,30.6699304
The Internet,2,Edchat,before,NA,NA
The Sunshine State,2,Edchat,before,-81.5157535,27.6648274
The University of Iowa,2,Edchat,before,-91.5549771,41.66270780000001
"Tinley Park, IL",2,Edchat,before,-87.7932939,41.5731442
"Tiny, Ontario",2,Edchat,before,-80.0025028,44.699827
"Tokyo, Japan",2,Edchat,before,139.6503106,35.6761919
"Toowoomba, Queensland",2,Edchat,before,151.9506696,-27.5598212
"Topeka, KS",2,Edchat,before,-95.67515759999999,39.0473451
"Toronto, Ontario Canada",2,Edchat,before,-79.3831843,43.653226
"Torreón, Mexico",2,Edchat,before,-103.4067861,25.5428443
Treaty 1,2,Edchat,before,NA,NA
"Treaty 4, Regina, Saskatchewan",2,Edchat,before,-104.6188944,50.4452112
Treaty 6 Territory,2,Edchat,before,NA,NA
Treaty Four,2,Edchat,before,NA,NA
"Troy, IL",2,Edchat,before,-89.8831541,38.7292147
"Tulare, CA",2,Edchat,before,-119.3473379,36.2077288
"Tulsa, Oklahoma",2,Edchat,before,-95.99277500000001,36.1539816
"Tustin, CA",2,Edchat,before,-117.8236391,33.7420005
Twin Cities,2,Edchat,before,-93.20099979999999,44.9374831
"Twin Falls, ID",2,Edchat,before,-114.4700518,42.5558381
"Tyrone, GA",2,Edchat,before,-84.5971524,33.4712253
"Ulysses, KS",2,Edchat,before,-101.3551696,37.5814095
University College London,2,Edchat,before,-0.1340401,51.52455920000001
University of Arkansas,2,Edchat,before,-94.1748471,36.0686895
University of Michigan,2,Edchat,before,-83.7382241,42.2780436
"Upstate, SC",2,Edchat,before,-82.2975348,34.8332582
"Upton, MA",2,Edchat,before,-71.6022583,42.1744878
Uruguay,2,Edchat,before,-55.765835,-32.522779
USA & Canada,2,Edchat,before,-95.712891,37.09024
UT,2,Edchat,before,-97.7340567,30.2849185
"Valdez, Alaska, USA",2,Edchat,before,-146.3483333,61.13083330000001
Valencia (Spain),2,Edchat,before,-0.3762881,39.4699075
"Vallejo, Ca",2,Edchat,before,-122.2566367,38.1040864
"Van, TX",2,Edchat,before,-95.63718390000001,32.5248605
Vancouver Island,2,Edchat,before,-125.4493906,49.6506376
"Vero Beach, FL",2,Edchat,before,-80.39727359999999,27.6386434
"Verona, WI",2,Edchat,before,-89.53317729999999,42.990831
"Victorville, CA",2,Edchat,before,-117.2927641,34.5362184
Vietnam,2,Edchat,before,108.277199,14.058324
"Villa Rica, GA",2,Edchat,before,-84.9191081,33.732052
Virginia Beach,2,Edchat,before,-75.97921939999999,36.8516437
Virtual,2,Edchat,before,NA,NA
"Washington, IL",2,Edchat,before,-89.4073123,40.7036482
"Watertown, MA",2,Edchat,before,-71.1828321,42.3709299
"Watertown, NY",2,Edchat,before,-75.91075649999999,43.9747838
"Wausau, WI",2,Edchat,before,-89.6301221,44.9591352
"Wauwatosa, WI",2,Edchat,before,-88.0075875,43.0494572
"Weatherford, TX",2,Edchat,before,-97.7972544,32.7592955
"Webster, NY",2,Edchat,before,-77.4299939,43.2122851
"Wellington, FL",2,Edchat,before,-80.2683571,26.6617635
"West Des Moines, IA",2,Edchat,before,-93.75938409999999,41.5638902
"West Des Moines, Iowa",2,Edchat,before,-93.75938409999999,41.5638902
"West Haverstraw, NY",2,Edchat,before,-73.9854177,41.2095389
"West Jordan, UT",2,Edchat,before,-111.9391031,40.6096698
"West Lafayette, Indiana",2,Edchat,before,-86.90806549999999,40.4258686
"West Orange, NJ",2,Edchat,before,-74.23908279999999,40.7985699
West Vancouver,2,Edchat,before,-123.1601981,49.328625099999996
"Westchester, IL",2,Edchat,before,-87.8806738,41.8498339
"Westerly, RI",2,Edchat,before,-71.82728709999999,41.3775987
Western New York,2,Edchat,before,NA,NA
"Weston, MA",2,Edchat,before,-71.3031132,42.3667625
"Westport, CT",2,Edchat,before,-73.3579049,41.1414717
"Wexford, Ireland",2,Edchat,before,-6.4633381,52.336916
"Whistler, British Columbia",2,Edchat,before,-122.9535117,50.11616859999999
"White Plains, NY",2,Edchat,before,-73.7629097,41.03398620000001
"Wichita, Kansas",2,Edchat,before,-97.33005299999999,37.68717609999999
"Willard, MO",2,Edchat,before,-93.42852719999999,37.305047
"Willis, TX",2,Edchat,before,-95.47994179999999,30.4249276
"Willowbrook, IL",2,Edchat,before,-87.9358931,41.7697533
"Windy-Bay Ave, Winneba, Ghana",2,Edchat,before,-0.6344405,5.3618507
Winnipeg,2,Edchat,before,-97.13837439999999,49.895136
"Winterset, IA",2,Edchat,before,-94.0138393,41.3308237
"Woodbridge, VA",2,Edchat,before,-77.2497049,38.6581722
"Woodstock, GA",2,Edchat,before,-84.5193754,34.1014873
"Worksop, England",2,Edchat,before,-1.122745,53.309302
World Wide Web,2,Edchat,before,NA,NA
"Worthington, Ohio",2,Edchat,before,-83.017962,40.0931191
Wurundjeri country,2,Edchat,before,NA,NA
Wyoming,2,Edchat,before,-107.2902839,43.0759678
"York, NE",2,Edchat,before,-97.5920867,40.8673915
"Yorkville, IL",2,Edchat,before,-88.44729480000001,41.6411409
YYC,2,Edchat,before,-114.0076156,51.1215031
"Zionsville, IN",2,Edchat,before,-86.261937,39.9508733
Zurich,2,Edchat,before,8.541694,47.3768866
"الرياض, المملكة العربية السعود",2,Edchat,before,46.6752957,24.7135517
"⠀⠀⠀﹕命  ‹𝟹  ꒷꒦ ♥︎   sum candies⠀ ⠀⠀
 ⠀⠀⠀pretzel and cocco milk is the⠀ ⠀⠀
 ⠀⠀⠀present  from  heaven 🍼🎠⠀ ⠀⠀

  ⠀⠀⠀            ♡̷。⋆ ───────⠀ ⠀⠀",1,Edchat,before,NA,NA
"🌎#Earth🌍So, Let's save it🌏",1,Edchat,before,NA,NA
Afghanistan,1,Edchat,before,67.709953,33.93911
"Baton Rouge, Louisiana, USA",1,Edchat,before,-91.18714659999999,30.4514677
"Durham, North Carolina, USA",1,Edchat,before,-78.898619,35.9940329
"Google CE L1 & L2, MCCT",1,Edchat,before,NA,NA
Harvard University,1,Edchat,before,-71.11666009999999,42.3770029
Kanienʼkehá꞉ka Land,1,Edchat,before,NA,NA
"LA via NYC, CT, CO, TX",1,Edchat,before,-74.0059728,40.7127753
Los Feliz,1,Edchat,before,-118.2848199,34.1063307
MS,1,Edchat,before,NA,NA
On your Screen and in your thoughts,1,Edchat,before,NA,NA
Southern Califorinia L .A.,1,Edchat,before,-118.2436849,34.0522342
Toronto 🇨🇦 + 🌎 online,1,Edchat,before,-79.3831843,43.653226
Verona P.T.R. 🪨 NEW JERSEY,1,Edchat,before,-74.24016089999999,40.82980060000001
"-  Washington, DC",1,Edchat,before,-77.0368707,38.9071923
-----,1,Edchat,before,NA,NA
"-0.259011,-79.19061",1,Edchat,before,-79.190027,-0.2588944
"-30.212255,153.146629",1,Edchat,before,153.1467573,-30.211897
"-33.880375,18.677647",1,Edchat,before,18.6777686,-33.8802728
-tweets are my opinion-,1,Edchat,before,NA,NA
"‘Wathaurong’, Geelong, AUS",1,Edchat,before,144.3598426,-38.1492994
"""a mesh of associative trails""",1,Edchat,before,NA,NA
"( 2018.6,-4008.8,4516.4 )",1,Edchat,before,NA,NA
(303)861-1447,1,Edchat,before,NA,NA
"(34) Barcelona, España🇪 🇪🇺",1,Edchat,before,2.168568,41.3873974
(703) 880-1180,1,Edchat,before,NA,NA
(715) 568-2166,1,Edchat,before,NA,NA
(Galicia),1,Edchat,before,-8.1338558,42.5750554
"(Maritime) New England, USA",1,Edchat,before,-70.8226541,43.9653889
@Bangalore,1,Edchat,before,77.5945627,12.9715987
@CBButlerElem in CBSD,1,Edchat,before,-75.1311874,40.2957225
@GVSU,1,Edchat,before,-85.8890404,42.9641221
@intersection of people & tech,1,Edchat,before,NA,NA
@jenquattrucci,1,Edchat,before,NA,NA
@k_a_pearson,1,Edchat,before,NA,NA
@OleanEastView,1,Edchat,before,NA,NA
@UEF_KK @UniEastFinland,1,Edchat,before,NA,NA
"@unioulu, finland",1,Edchat,before,25.4662935,65.0593177
@YIS-Japan,1,Edchat,before,139.665659,35.4295172
*Link To Show,1,Edchat,before,NA,NA
///offroad.cynically.sending,1,Edchat,before,NA,NA
/usr/home/solobsd,1,Edchat,before,NA,NA
& exists on the internet @:,1,Edchat,before,NA,NA
#1 BEST SELLER,1,Edchat,before,NA,NA
#aismlearns,1,Edchat,before,NA,NA
#BAMA🅰️| #CHS🌴|Online💻,1,Edchat,before,NA,NA
#BluePrideLivesHere,1,Edchat,before,NA,NA
"#BocaRaton, FL",1,Edchat,before,NA,NA
#cbridge,1,Edchat,before,NA,NA
#Cheltenham #UK,1,Edchat,before,NA,NA
#EdFinChat 1ST THUR 2:00PM CST,1,Edchat,before,NA,NA
#ETX,1,Edchat,before,NA,NA
#fatherhood #Crohns #anxiety,1,Edchat,before,NA,NA
#flatconnections @julielindsay,1,Edchat,before,NA,NA
#globalcitizens #studentvoice,1,Edchat,before,NA,NA
#Gurgaon,1,Edchat,before,NA,NA
"#Halifax, #NovaScotia, #Canada",1,Edchat,before,NA,NA
#HWDSB,1,Edchat,before,NA,NA
"#IASPAchat 1st Thurs/mo, 8amCT",1,Edchat,before,NA,NA
#KAUST,1,Edchat,before,NA,NA
#LearningLeadership365,1,Edchat,before,NA,NA
#London #Chicago 🌍,1,Edchat,before,NA,NA
#MENA,1,Edchat,before,NA,NA
#Mlfamerica #Mlfnumerique,1,Edchat,before,NA,NA
#MNNAME,1,Edchat,before,NA,NA
#NoJusticeNoPeace,1,Edchat,before,NA,NA
#post #COVID19 earth🌎,1,Edchat,before,NA,NA
#ReadingIsPower,1,Edchat,before,NA,NA
#RemoteWork #Boston,1,Edchat,before,NA,NA
#Riyadh #Saudi #KSA,1,Edchat,before,NA,NA
#Sandwell,1,Edchat,before,NA,NA
"#StatenIsland , #NYC #CSI",1,Edchat,before,NA,NA
#teachertwitter #clearthelists,1,Edchat,before,NA,NA
#TwitterPhilanthropy,1,Edchat,before,NA,NA
#UANGKU #ACTLAND #CHINESETOWN,1,Edchat,before,NA,NA
#Worldwide,1,Edchat,before,NA,NA
•••••{406}•••••,1,Edchat,before,NA,NA
~☣☢☠ℵ€₩ ﾌ€R̬̤̯$€ㄚ☠☢☣~,1,Edchat,before,NA,NA
♡ ☮ ∞ ☮ ♡,1,Edchat,before,NA,NA
🇦🇺 & 🌎🌍🌏,1,Edchat,before,NA,NA
🇨🇦 🇨🇺 🇪🇨,1,Edchat,before,NA,NA
"🇨🇦 Simcoe-Muskoka, Ontario",1,Edchat,before,-79.4084652,45.1841122
"🇨🇦 to Bainbridge Island, WA",1,Edchat,before,-122.5210008,47.62487910000001
🇪🇬 🇬🇪,1,Edchat,before,NA,NA
🇫🇷 🇨🇳 🇧🇷 🇺🇸 🇿🇦,1,Edchat,before,NA,NA
🇫🇷 France and 🇲🇨 Monaco,1,Edchat,before,2.213749,46.227638
🇬🇧🇧🇷🇲🇽,1,Edchat,before,NA,NA
🇮🇳,1,Edchat,before,NA,NA
🇮🇳🇨🇦🇦🇺,1,Edchat,before,NA,NA
🇯🇲,1,Edchat,before,NA,NA
"🇰🇷 Seoul, Republic of Korea",1,Edchat,before,126.9779692,37.566535
🇲🇾,1,Edchat,before,NA,NA
🇳🇬🇳🇪,1,Edchat,before,NA,NA
🇵🇭,1,Edchat,before,NA,NA
🇵🇭🇺🇸🇮🇹🇩🇪🇦🇷🇧🇬🇭🇰,1,Edchat,before,NA,NA
🇵🇷🇺🇸,1,Edchat,before,NA,NA
🇵🇹🇬🇧🇸🇽🇨🇳🇧🇷🇳🇴,1,Edchat,before,NA,NA
🇺🇸🇨🇦,1,Edchat,before,NA,NA
🇺🇸🇨🇳🇲🇲🇷🇴|🇴🇲,1,Edchat,before,NA,NA
🇺🇸🇪🇹,1,Edchat,before,NA,NA
🇺🇸🇰🇷🇭🇰🇨🇳🇮🇩,1,Edchat,before,NA,NA
🇺🇸🇲🇾🇸🇦,1,Edchat,before,NA,NA
✈️: 480 + 402,1,Edchat,before,NA,NA
✈️Where ever life takes us,1,Edchat,before,NA,NA
"✨EU, Africa, Global 💫",1,Edchat,before,34.508523,-8.783195
❤️ Poetry2Go,1,Edchat,before,NA,NA
⠀JYPUSING.⠀MOORY.⠀CESTOVATEL.,1,Edchat,before,NA,NA
🌆,1,Edchat,before,NA,NA
🌌 Milky Way,1,Edchat,before,NA,NA
"🌍 NG, 🌍KEN, UGA & IND",1,Edchat,before,-83.3773221,33.9480053
